208, ford, 2017, 209915, 4410
211, ford, 2017, 55854, 7420
212, ford, 2016, 45757, 13500
214, ford, 2017, 112893, 3540
215, ford, 2016, 126802, 17000
217, ford, 2017, 34061, 4130
218, ford, 2015, 70251, 15700
220, ford, 2017, 42426, 4130
223, ford, 2017, 41455, 4530
226, ford, 2017, 38815, 4100
229, ford, 2017, 61027, 4080
230, ford, 2014, 178703, 5700
232, ford, 2017, 37321, 5000
233, ford, 2014, 112789, 1700
235, ford, 2016, 68142, 3650
239, ford, 2012, 90711, 3450
241, ford, 2016, 66781, 6810
242, ford, 2011, 190994, 2900
244, ford, 2016, 32486, 4450
245, ford, 2011, 195908, 5800
248, ford, 2008, 62015, 26500
250, ford, 2016, 73321, 8600
251, ford, 2008, 132379, 8000
253, ford, 2016, 33291, 7040
254, ford, 2005, 225236, 4700
256, ford, 2016, 36876, 4880
259, ford, 2016, 84035, 13270
260, ford, 2012, 131101, 12800
262, ford, 2016, 101380, 9280
263, ford, 2003, 142027, 900
264, ford, 2016, 111476, 7560
265, ford, 2011, 76897, 19500
267, ford, 2016, 31944, 8020
268, ford, 2019, 18937, 10300
270, ford, 2016, 57289, 10480
271, ford, 2019, 19956, 10300
273, ford, 2016, 21034, 7410
274, ford, 2019, 22881, 10300
276, ford, 2016, 37252, 7570
279, ford, 2019, 15958, 12560
282, ford, 2017, 30553, 11760
285, ford, 2000, 124969, 0
286, ford, 2019, 15854, 7340
294, ford, 2017, 67279, 725
295, ford, 2019, 16482, 7400
302, ford, 2006, 26914, 720
303, ford, 2017, 67217, 22800
304, ford, 2017, 78698, 2500
305, ford, 2003, 246065, 0
312, ford, 2017, 50732, 22809
313, ford, 1998, 186855, 0
314, ford, 2013, 94004, 0
321, ford, 2017, 49024, 23702
322, ford, 1994, 0, 0
323, ford, 1997, 203297, 0
329, ford, 2017, 46955, 24800
330, ford, 1996, 296860, 0
331, ford, 2006, 203158, 0
338, ford, 2017, 57186, 27003
339, ford, 2002, 214800, 0
340, ford, 2004, 236980, 350
345, ford, 2015, 102700, 3920
346, ford, 2017, 53270, 23100
352, ford, 2015, 143818, 8850
353, ford, 2017, 67347, 18712
354, ford, 2009, 180364, 0
355, ford, 2009, 184889, 0
360, ford, 2015, 124542, 3440
361, ford, 2017, 47129, 50412
362, ford, 1994, 206162, 25
363, ford, 2001, 229886, 950
368, ford, 2015, 100893, 3790
369, ford, 2017, 90304, 40514
370, ford, 1997, 146912, 0
371, ford, 1998, 131367, 0
376, ford, 2015, 50593, 3830
377, ford, 2017, 62387, 43402
384, ford, 2015, 82899, 10630
385, ford, 2017, 76418, 43009
387, ford, 2006, 240740, 4600
392, ford, 2015, 82534, 3830
393, ford, 2017, 55732, 53500
394, ford, 2010, 198596, 25
395, ford, 1998, 300021, 25
402, ford, 2015, 74754, 6490
403, ford, 2017, 27661, 51502
404, ford, 2010, 115241, 250
405, ford, 1984, 41577, 25
413, ford, 2015, 26911, 9210
414, ford, 2019, 21527, 58500
415, ford, 2014, 56461, 125
433, ford, 2017, 35905, 33001
434, ford, 2017, 35747, 10000
435, ford, 2004, 167011, 0
445, ford, 2011, 116480, 4480
446, ford, 2017, 72084, 31003
447, ford, 2001, 295780, 75
457, ford, 2017, 34165, 27102
469, ford, 2017, 25698, 23911
470, ford, 2010, 155242, 25
481, ford, 2017, 19850, 26012
482, ford, 2014, 116535, 75
495, ford, 2017, 18647, 25503
496, ford, 1996, 252588, 0
509, ford, 2017, 27773, 25001
510, ford, 2010, 86841, 0
521, ford, 2017, 14053, 29502
522, ford, 2008, 145483, 0
532, ford, 2010, 185983, 3870
533, ford, 2017, 28464, 24811
534, ford, 2007, 154989, 75
544, ford, 2017, 36295, 26400
554, ford, 2019, 15630, 27705
556, ford, 2019, 14786, 28714
558, ford, 2019, 16146, 27502
560, ford, 2019, 15265, 29314
562, ford, 2019, 16059, 27002
564, ford, 2019, 15569, 28214
566, ford, 2019, 17488, 29900
568, ford, 2019, 18550, 27202
570, ford, 2019, 17644, 27705
572, ford, 2019, 17684, 29900
574, ford, 2019, 16600, 27705
576, ford, 2019, 17801, 25511
578, ford, 2019, 17159, 29900
580, ford, 2019, 17983, 27502
582, ford, 2019, 17851, 27402
584, ford, 2019, 18174, 26602
586, ford, 2019, 18759, 29900
588, ford, 2019, 18901, 28500
590, ford, 2019, 21157, 29809
592, ford, 2019, 23964, 26902
594, ford, 2019, 20154, 27402
596, ford, 2019, 23294, 25600
598, ford, 2019, 20343, 27702
600, ford, 2019, 19100, 27102
601, ford, 2019, 20014, 27102
602, ford, 2019, 21774, 25811
603, ford, 2019, 21201, 26602
604, ford, 2019, 21766, 27102
606, ford, 2019, 17977, 26211
607, ford, 2019, 22805, 24205
609, ford, 2019, 14382, 27111
610, ford, 2019, 9660, 27411
611, ford, 2019, 18969, 27302
612, ford, 2019, 24730, 27202
613, ford, 2019, 15847, 26311
614, ford, 2019, 25009, 26602
616, ford, 2019, 11836, 27511
618, ford, 2019, 25508, 27200
619, ford, 2019, 18196, 26511
620, ford, 2019, 16106, 24002
622, ford, 2019, 12735, 18511
625, ford, 2019, 17417, 23402
628, ford, 2019, 17025, 23211
630, ford, 2019, 15805, 18111
632, ford, 2019, 11342, 25511
1198, ford, 2017, 92100, 28500
1199, ford, 2017, 99375, 28000
1200, ford, 2017, 72418, 9000
1201, ford, 2015, 29733, 28700
1202, ford, 2017, 119439, 25000
1203, ford, 2015, 54396, 17347
1204, ford, 2016, 91606, 13800
1205, ford, 2015, 2807, 25888
1206, ford, 2017, 78739, 8500
1207, ford, 2015, 71955, 21289
1208, ford, 2015, 48472, 17999
1209, ford, 2012, 98470, 2700
1210, ford, 2015, 28937, 30977
1211, ford, 2015, 83693, 13799
1212, ford, 2014, 90888, 20500
1213, ford, 2012, 216942, 8500
1214, ford, 2015, 205796, 9900
1215, ford, 2019, 6500, 65500
1216, ford, 2018, 39943, 24500
1217, ford, 2020, 5920, 32500
1218, ford, 2018, 71478, 9200
1219, ford, 2017, 119520, 17700
1220, ford, 2020, 10882, 18300
1221, ford, 2019, 29010, 43500
1222, ford, 2016, 69003, 15200
1223, ford, 2019, 16207, 36200
1224, ford, 2018, 29748, 21900
1225, ford, 2019, 25582, 20700
1226, ford, 2019, 24520, 12300
1227, ford, 2016, 104383, 4200
1228, ford, 2019, 34164, 19500
1229, ford, 2020, 6975, 14300
1230, ford, 2016, 67150, 13700
1231, ford, 2015, 100820, 13200
1232, ford, 2014, 142286, 6200
1233, ford, 2015, 60015, 6500
1234, ford, 2013, 126381, 1500
1235, ford, 2013, 128753, 2200
1236, ford, 2013, 0, 4200
1237, ford, 2013, 64598, 8700
1238, ford, 2012, 111532, 3200
1239, ford, 2012, 149346, 9000
1240, ford, 2018, 43567, 20000
1241, ford, 2017, 36004, 33000
1242, ford, 2019, 10935, 23300
1243, ford, 2017, 150484, 8750
1244, ford, 2012, 122014, 11975
1245, ford, 2019, 19363, 23600
1246, ford, 2016, 42902, 12000
1247, ford, 2018, 401, 30900
1248, ford, 2019, 11077, 23900
1249, ford, 2018, 34100, 40400
1250, ford, 2019, 30018, 38000
1251, ford, 2019, 18279, 27000
1252, ford, 2019, 7373, 24000
1253, ford, 2019, 2590, 30000
1254, ford, 2019, 41662, 16200
1255, ford, 2019, 15019, 30000
1256, ford, 2019, 9420, 23900
1257, ford, 2018, 41864, 13800
1258, ford, 2019, 16829, 23700
1259, ford, 2018, 6290, 24300
1260, ford, 2019, 14393, 54900
1261, ford, 2018, 14599, 22500
1262, ford, 2018, 25839, 39000
1263, ford, 2018, 60715, 13900
1264, ford, 2018, 23350, 24700
1265, ford, 2018, 62386, 20100
1266, ford, 2018, 6248, 22000
1267, ford, 2019, 878, 38200
1268, ford, 2018, 49710, 24400
1269, ford, 2018, 2042, 35000
1270, ford, 2019, 7742, 18600
1271, ford, 2018, 39733, 22700
1272, ford, 2018, 33701, 38000
1273, ford, 2014, 67542, 17000
1274, ford, 2017, 35095, 17500
1275, ford, 2019, 8652, 23200
1276, ford, 2017, 51107, 30700
1277, ford, 2019, 14987, 23500
1278, ford, 2017, 28252, 26400
1279, ford, 2019, 16009, 23500
1280, ford, 2017, 47866, 38000
1281, ford, 2019, 11004, 23600
1282, ford, 2017, 42895, 19300
1283, ford, 2019, 9490, 23200
1284, ford, 2017, 39027, 13800
1285, ford, 2019, 13466, 23600
1286, ford, 2019, 8737, 23200
1287, ford, 2017, 23960, 40000
1288, ford, 2019, 5562, 23400
1289, ford, 2019, 13763, 23600
1290, ford, 2019, 10444, 23000
1291, ford, 2017, 41696, 25500
1292, ford, 2019, 15787, 23500
1293, ford, 2017, 9167, 29900
1294, ford, 2019, 17541, 23200
1295, ford, 2017, 24686, 50500
1296, ford, 2019, 15210, 23400
1297, ford, 2017, 54601, 24500
1298, ford, 2017, 2205, 49000
1299, ford, 2017, 35691, 25400
1300, ford, 2017, 32788, 23000
1301, ford, 2012, 180471, 6000
1302, ford, 2016, 42925, 22400
1303, ford, 2016, 37385, 22500
1304, ford, 2019, 15415, 25200
1305, ford, 2016, 20047, 36000
1306, ford, 2019, 16884, 26700
1307, ford, 2016, 57936, 30500
1308, ford, 2019, 15244, 26700
1309, ford, 2019, 19842, 25000
1310, ford, 2016, 38830, 35200
1311, ford, 2019, 31899, 30300
1312, ford, 2016, 69305, 25000
1313, ford, 2016, 46098, 26500
1314, ford, 2019, 29457, 21600
1315, ford, 2016, 30765, 18800
1316, ford, 2019, 29096, 21500
1317, ford, 2016, 40437, 9000
1318, ford, 2015, 69004, 16700
1319, ford, 2015, 65179, 16800
1320, ford, 2015, 75862, 15700
1321, ford, 2015, 68319, 16800
1322, ford, 2015, 80354, 19500
1323, ford, 2015, 51441, 20500
1324, ford, 2015, 70954, 17400
1325, ford, 2014, 92500, 17500
1326, ford, 2014, 66367, 26000
1327, ford, 2019, 13884, 56700
1328, ford, 2013, 202565, 5000
1329, ford, 2019, 26484, 40200
1330, ford, 2013, 703, 54000
1331, ford, 2019, 18138, 65200
1332, ford, 2017, 28007, 32500
1333, ford, 2019, 11251, 25500
1334, ford, 2019, 11640, 63000
1335, ford, 2019, 10763, 44000
1336, ford, 2019, 9643, 70000
1337, ford, 2019, 33930, 56200
1338, ford, 2019, 26451, 35000
1339, ford, 2019, 21101, 57700
1340, ford, 2019, 10536, 74000
1341, ford, 2019, 31744, 60200
1342, ford, 2018, 18062, 60000
1343, ford, 2018, 17942, 63000
1344, ford, 2014, 43646, 22500
1345, ford, 2014, 71989, 8300
1346, ford, 2012, 138328, 8300
1347, ford, 2013, 95386, 21000
1348, ford, 2019, 23740, 19300
1349, ford, 2019, 36064, 16400
1350, ford, 2019, 18805, 27300
1351, ford, 2012, 151035, 26400
1352, ford, 2019, 10099, 35100
1353, ford, 2018, 9800, 41500
1354, ford, 2019, 10483, 34100
1355, ford, 2019, 17544, 28600
1356, ford, 2019, 10167, 34100
1357, ford, 2019, 11457, 28700
1358, ford, 2019, 26590, 24700
1359, ford, 2019, 35346, 46500
1360, ford, 2019, 12953, 29000
1361, ford, 2019, 26693, 25500
1362, ford, 2019, 25071, 39500
1363, ford, 2019, 33538, 33100
1364, ford, 2019, 9915, 30500
1365, ford, 2018, 1, 3600
1366, ford, 2019, 9910, 16800
1367, ford, 2019, 16765, 24000
1368, ford, 2019, 4970, 58500
1369, ford, 2017, 43964, 55000
1370, ford, 2019, 40785, 28800
1371, ford, 2015, 108998, 26800
1372, ford, 2018, 58576, 36000
1373, ford, 2018, 55475, 20000
1374, ford, 2019, 35929, 46700
1375, ford, 2019, 21669, 42800
1376, ford, 2018, 16079, 21800
1377, ford, 2018, 41147, 18800
1378, ford, 2018, 45798, 18800
1379, ford, 2018, 21703, 30200
1380, ford, 2018, 22284, 27500
1381, ford, 2018, 24567, 37500
1382, ford, 2018, 30594, 19100
1383, ford, 2018, 52747, 17100
1384, ford, 2018, 21592, 13500
1385, ford, 2018, 19853, 54500
1386, ford, 2018, 25201, 9000
1387, ford, 2020, 10351, 16400
1388, ford, 2020, 1117, 17000
1389, ford, 2017, 37279, 24800
1390, ford, 2017, 30113, 26800
1391, ford, 2017, 27570, 19400
1392, ford, 2017, 45188, 20000
1393, ford, 2012, 149712, 7000
1394, ford, 2017, 25030, 25100
1395, ford, 2013, 105743, 2000
1396, ford, 2020, 9861, 18200
1397, ford, 2018, 1751, 14200
1398, ford, 2017, 30629, 56500
1399, ford, 2016, 52883, 2000
1400, ford, 2020, 122, 26500
1401, ford, 2019, 28534, 34300
1402, ford, 2017, 80699, 43500
1403, ford, 2016, 72851, 3500
1404, ford, 2019, 24078, 37200
1405, ford, 2017, 38639, 12800
1406, ford, 2013, 146807, 15000
1407, ford, 2017, 31871, 12500
1408, ford, 2017, 76876, 21500
1409, ford, 2019, 28070, 17300
1410, ford, 2017, 3189, 27000
1411, ford, 2017, 28359, 31800
1412, ford, 2017, 42890, 13000
1413, ford, 2017, 29328, 31800
1414, ford, 2016, 47531, 46300
1415, ford, 2015, 57345, 6000
1416, ford, 2016, 67546, 22800
1417, ford, 2019, 18153, 45000
1418, ford, 2019, 17689, 49500
1419, ford, 2012, 137171, 3000
1420, ford, 2015, 63445, 20000
1421, ford, 2019, 26422, 25300
1422, ford, 2015, 149319, 4000
1423, ford, 2019, 18767, 45500
1424, ford, 2018, 38289, 9100
1425, ford, 2019, 22960, 48000
1426, ford, 2019, 17263, 47000
1427, ford, 2019, 16981, 49500
1428, ford, 2019, 13058, 31200
1429, ford, 2014, 45887, 18500
1430, ford, 2019, 21740, 15500
1431, ford, 2019, 17707, 30500
1432, ford, 2019, 19121, 45500
1433, ford, 2019, 18856, 31500
1434, ford, 2013, 84752, 11000
1435, ford, 2019, 19555, 46500
1436, ford, 2019, 16340, 31500
1437, ford, 2018, 17242, 32000
1438, ford, 2019, 28733, 23900
1439, ford, 2019, 16019, 31500
1440, ford, 2016, 75580, 18500
1441, ford, 2013, 113444, 1500
1442, ford, 2019, 19227, 46000
1443, ford, 2019, 13633, 31500
1444, ford, 2015, 37739, 14700
1445, ford, 2013, 103541, 2700
1446, ford, 2019, 24072, 47500
1447, ford, 2019, 17657, 31500
1448, ford, 2014, 77392, 8900
1449, ford, 2019, 11930, 7000
1450, ford, 2019, 19731, 49000
1451, ford, 2019, 15581, 31500
1452, ford, 2014, 70181, 8900
1453, ford, 2019, 16143, 48000
1454, ford, 2019, 17995, 50000
1455, ford, 2019, 23926, 47300
1456, ford, 2017, 57929, 45000
1457, ford, 2019, 20758, 49000
1458, ford, 2019, 10028, 40200
1459, ford, 2019, 21051, 48000
1460, ford, 2015, 136307, 5000
1461, ford, 2013, 105880, 8200
1462, ford, 2019, 19985, 49000
1463, ford, 2015, 102590, 4000
1464, ford, 2019, 27612, 39000
1465, ford, 2015, 90855, 29000
1466, ford, 2019, 19936, 46500
1467, ford, 2015, 64495, 7805
1468, ford, 2018, 39477, 22000
1469, ford, 2019, 25698, 18800
1470, ford, 2015, 73849, 33000
1471, ford, 2019, 25422, 39500
1472, ford, 2015, 47866, 16900
1473, ford, 2019, 31236, 42500
1474, ford, 2019, 26755, 39500
1475, ford, 2018, 49177, 25500
1476, ford, 2019, 20749, 49500
1477, ford, 2018, 15003, 25000
1478, ford, 2019, 12247, 40000
1479, ford, 2018, 1, 26000
1480, ford, 2019, 10808, 29500
1481, ford, 2019, 11263, 23000
1482, ford, 2018, 42307, 25500
1483, ford, 2019, 17484, 44500
1484, ford, 2019, 37106, 15600
1485, ford, 2019, 9539, 23100
1486, ford, 2019, 2384, 37000
1487, ford, 2019, 20590, 14500
1488, ford, 2019, 13896, 23000
1489, ford, 2019, 9451, 26500
1490, ford, 2017, 31657, 18000
1491, ford, 2019, 33907, 35700
1492, ford, 2019, 10028, 31000
1493, ford, 2013, 175640, 2000
1494, ford, 2019, 30770, 40400
1495, ford, 2019, 15141, 43600
1496, ford, 2019, 18431, 22600
1497, ford, 2019, 9604, 26000
1498, ford, 2019, 9516, 23200
1499, ford, 2019, 9718, 29000
1500, ford, 2019, 16506, 22800
1501, ford, 2015, 192108, 3450
1502, ford, 2019, 11028, 31000
1503, ford, 2019, 11313, 22900
1504, ford, 2014, 141595, 3000
1505, ford, 2019, 12886, 28000
1506, ford, 2019, 9556, 23200
1507, ford, 2019, 13269, 27000
1508, ford, 2019, 16770, 22800
1509, ford, 2019, 13526, 31500
1510, ford, 2019, 16391, 23400
1511, ford, 2019, 11437, 28000
1512, ford, 2019, 17964, 23400
1513, ford, 2018, 5440, 28000
1514, ford, 2019, 13035, 24900
1515, ford, 2019, 15759, 23500
1516, ford, 2018, 30002, 36000
1517, ford, 2019, 13673, 28700
1518, ford, 2018, 24480, 16000
1519, ford, 2019, 13230, 31000
1520, ford, 2017, 137789, 16500
1521, ford, 2019, 13516, 28500
1522, ford, 2017, 81660, 10800
1523, ford, 2019, 11763, 28500
1524, ford, 2017, 34165, 25000
1525, ford, 2019, 13458, 31000
1526, ford, 2016, 104867, 7800
1527, ford, 2019, 14004, 28500
1528, ford, 2016, 69829, 9500
1529, ford, 2019, 13405, 28500
1530, ford, 2016, 96151, 14500
1531, ford, 2019, 12688, 25000
1532, ford, 2016, 116519, 14500
1533, ford, 2019, 12260, 28500
1534, ford, 2016, 29367, 12100
1535, ford, 2019, 18982, 29400
1536, ford, 2019, 23795, 24700
1537, ford, 2016, 76572, 8700
1538, ford, 2019, 15964, 29500
1539, ford, 2019, 28117, 25800
1540, ford, 2016, 116730, 17500
1541, ford, 2019, 21055, 23900
1542, ford, 2019, 27794, 22900
1543, ford, 2016, 56995, 19500
1544, ford, 2019, 16625, 29500
1545, ford, 2019, 27689, 24500
1546, ford, 2016, 39851, 11000
1547, ford, 2019, 31727, 22400
1548, ford, 2019, 31586, 15700
1549, ford, 2015, 33717, 11000
1550, ford, 2019, 18418, 28000
1551, ford, 2019, 39013, 13500
1552, ford, 2013, 125451, 7300
1553, ford, 2019, 21346, 25100
1554, ford, 2019, 21150, 24100
1555, ford, 2014, 103862, 6500
1556, ford, 2019, 22001, 10500
1557, ford, 2019, 31261, 16900
1558, ford, 2013, 140870, 6000
1559, ford, 2019, 14358, 28500
1560, ford, 2019, 41672, 16200
1561, ford, 2013, 95655, 6500
1562, ford, 2019, 19493, 24500
1563, ford, 2019, 36956, 16500
1564, ford, 2017, 23223, 56500
1565, ford, 2019, 13085, 10400
1566, ford, 2018, 36124, 22800
1567, ford, 2019, 19147, 26500
1568, ford, 2019, 24993, 23800
1569, ford, 2018, 41127, 24700
1570, ford, 2019, 32365, 12400
1571, ford, 2019, 27774, 16600
1572, ford, 2015, 105027, 11200
1573, ford, 2019, 27806, 15900
1574, ford, 2015, 54198, 7700
1575, ford, 2019, 30181, 15100
1576, ford, 2013, 82670, 7200
1577, ford, 2019, 36305, 15600
1578, ford, 2019, 10475, 39700
1579, ford, 2019, 34734, 16000
1580, ford, 2012, 186713, 7500
1581, ford, 2017, 132150, 15500
1582, ford, 2019, 12928, 19000
1583, ford, 2015, 116539, 5500
1584, ford, 2018, 59549, 38700
1585, ford, 2019, 12174, 21000
1586, ford, 2016, 96129, 28500
1587, ford, 2018, 89809, 37200
1588, ford, 2019, 18202, 18500
1589, ford, 2015, 128505, 15000
1590, ford, 2017, 43527, 37700
1591, ford, 2019, 15792, 22200
1592, ford, 2019, 9278, 39950
1593, ford, 2017, 41925, 37600
1594, ford, 2019, 16924, 18500
1595, ford, 2013, 119869, 10000
1596, ford, 2019, 17260, 20500
1597, ford, 2013, 89490, 5700
1598, ford, 2019, 40772, 21000
1599, ford, 2019, 25623, 22500
1600, ford, 2019, 11669, 29000
1601, ford, 2013, 138524, 13200
1602, ford, 2019, 13644, 25500
1603, ford, 2016, 147935, 25700
1604, ford, 2015, 44456, 18900
1605, ford, 2019, 20357, 31500
1606, ford, 2017, 66366, 45500
1607, ford, 2017, 43532, 11000
1608, ford, 2015, 45218, 18288
1609, ford, 2017, 85688, 20000
1610, ford, 2016, 58902, 36600
1611, ford, 2015, 59869, 18299
1612, ford, 2017, 35021, 10000
1613, ford, 2012, 100264, 4100
1614, ford, 2015, 157057, 30995
1615, ford, 2012, 181316, 1750
1616, ford, 2019, 23222, 31500
1617, ford, 2016, 87686, 13500
1618, ford, 2014, 162918, 7500
1619, ford, 2017, 0, 650
1620, ford, 2019, 32526, 22800
1621, ford, 2016, 69402, 11300
1622, ford, 2014, 76336, 32700
1623, ford, 2012, 163334, 1350
1624, ford, 2019, 47628, 21900
1625, ford, 2014, 135283, 11700
1626, ford, 2014, 147903, 6500
1627, ford, 2014, 74181, 9800
1628, ford, 2014, 77386, 11000
1629, ford, 2014, 123349, 1150
1630, ford, 2013, 136661, 13000
1631, ford, 2013, 109600, 5500
1632, ford, 2014, 125369, 6000
1633, ford, 2013, 122861, 11200
1634, ford, 2016, 110826, 5000
1635, ford, 2019, 12198, 23400
1636, ford, 2019, 45512, 13500
1637, ford, 2019, 15656, 22900
1638, ford, 2020, 23984, 20000
1639, ford, 2019, 15821, 22900
1640, ford, 2020, 12748, 27000
1641, ford, 2019, 9865, 54500
1642, ford, 2020, 17858, 20600
1643, ford, 2019, 6711, 23500
1644, ford, 2019, 14939, 53000
1645, ford, 2019, 15820, 23600
1646, ford, 2019, 6140, 33500
1647, ford, 2019, 25552, 24400
1648, ford, 2016, 54984, 13000
1649, ford, 2019, 24783, 48400
1650, ford, 2014, 148442, 26500
1651, ford, 2019, 34191, 46200
1652, ford, 2013, 82072, 9300
1653, ford, 2012, 104559, 13500
1654, ford, 2019, 13265, 27600
1655, ford, 2013, 133314, 7400
1656, ford, 2019, 22458, 26500
1657, ford, 2013, 70106, 26000
1658, ford, 2019, 23712, 24500
1659, ford, 2012, 101848, 2100
1660, ford, 2019, 14994, 16700
1661, ford, 2015, 59726, 17500
1662, ford, 2019, 16448, 17000
1663, ford, 2015, 28801, 22500
1664, ford, 2019, 28938, 34500
1665, ford, 2019, 19022, 16600
1666, ford, 2014, 93832, 7500
1667, ford, 2019, 25046, 34500
1668, ford, 2019, 22318, 25000
1669, ford, 2019, 17301, 36000
1670, ford, 2019, 27413, 23700
1671, ford, 2019, 39733, 28600
1672, ford, 2013, 74195, 23500
1673, ford, 2019, 44383, 25300
1674, ford, 2019, 19151, 24900
1675, ford, 2012, 188394, 20300
1676, ford, 2020, 2452, 23400
1677, ford, 2019, 36252, 14600
1678, ford, 2019, 27136, 25500
1679, ford, 2019, 35951, 14700
1680, ford, 2019, 35221, 33700
1681, ford, 2019, 33808, 33400
1682, ford, 2019, 32022, 34000
1683, ford, 2019, 34173, 17500
1684, ford, 2019, 24272, 14100
1685, ford, 2019, 19055, 30000
1686, ford, 2019, 34822, 16500
1687, ford, 2019, 15422, 30600
1688, ford, 2019, 24765, 12800
1689, ford, 2019, 23019, 26000
1690, ford, 2019, 38243, 46000
1691, ford, 2019, 16509, 28500
1692, ford, 2019, 18762, 24300
1693, ford, 2019, 28854, 29000
1694, ford, 2019, 17392, 15300
1695, ford, 2019, 13558, 27900
1696, ford, 2019, 27082, 24700
1697, ford, 2019, 17510, 14400
1698, ford, 2019, 24662, 15000
1699, ford, 2014, 96076, 17200
1700, ford, 2019, 22858, 12800
1701, ford, 2020, 740, 46900
1702, ford, 2013, 110748, 2800
1703, ford, 2019, 25090, 16200
1704, ford, 2020, 7, 25200
1705, ford, 2019, 34277, 34800
1706, ford, 2019, 34527, 52000
1707, ford, 2017, 99923, 26000
1708, ford, 2019, 39170, 40600
1709, ford, 2019, 16569, 55000
1710, ford, 2015, 80612, 5000
1711, ford, 2019, 36616, 36400
1712, ford, 2015, 92165, 7500
1713, ford, 2019, 44778, 14700
1714, ford, 2020, 2089, 43900
1715, ford, 2013, 91652, 6400
1716, ford, 2019, 35801, 41100
1717, ford, 2013, 88781, 23000
1718, ford, 2019, 36978, 13900
1719, ford, 2012, 189776, 19000
1720, ford, 2019, 35233, 34800
1721, ford, 2012, 151641, 22000
1722, ford, 2019, 37044, 16300
1723, ford, 2019, 15835, 18800
1724, ford, 2012, 201187, 13000
1725, ford, 2019, 41928, 40900
1726, ford, 2019, 37059, 47000
1727, ford, 2017, 33763, 12800
1728, ford, 2019, 29850, 25500
1729, ford, 2019, 26675, 17800
1730, ford, 2019, 17828, 25700
1731, ford, 2019, 29632, 17200
1732, ford, 2019, 11544, 35000
1733, ford, 2019, 21976, 28800
1734, ford, 2019, 43617, 39200
1735, ford, 2019, 49254, 13600
1736, ford, 2019, 51589, 24200
1737, ford, 2019, 41399, 46900
1738, ford, 2019, 11734, 26500
1739, ford, 2019, 41628, 24700
1740, ford, 2017, 15075, 12600
1741, ford, 2019, 26591, 31800
1742, ford, 2019, 22906, 24500
1743, ford, 2019, 33462, 26000
1744, ford, 2017, 32747, 21000
1745, ford, 2019, 33717, 22500
1746, ford, 2017, 85218, 7700
1747, ford, 2019, 23512, 23100
1748, ford, 2017, 57853, 9200
1749, ford, 2019, 33324, 19600
1750, ford, 2016, 23803, 11700
1751, ford, 2019, 31260, 27300
1752, ford, 2016, 69428, 14300
1753, ford, 2019, 15755, 23600
1754, ford, 2016, 90946, 6200
1755, ford, 2019, 51370, 22400
1756, ford, 2016, 99941, 5700
1757, ford, 2019, 15456, 23600
1758, ford, 2016, 141603, 4600
1759, ford, 2019, 2382, 37500
1760, ford, 2016, 99544, 10700
1761, ford, 2019, 21546, 31900
